username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
jeffekena,4/2/2013,0,0,Teachers | PARCC Games http://bit.ly/YsQBS4 #LW21 #commoncore #ccss #PARCC,,,#LW21 #commoncore #ccss #PARCC,3.19E+17,https://twitter.com/jeffekena/status/319132283414142976,,
KevinBeckner,4/2/2013,2,1,First elementary school participating in #SmarterBalanced Pilot. Successful so far; kids enjoying it more than a paper-pencil test. #sbac,,,#SmarterBalanced #sbac,3.19E+17,https://twitter.com/KevinBeckner/status/319131530909847552,,
SBACIL,4/2/2013,0,0,Head out to @Prohibit116 on 4/4 for the #SBAC #YPB #HappyHour! http://ow.ly/jFotJ,,@Prohibit116,#SBAC #YPB #HappyHour,3.19E+17,https://twitter.com/SBACIL/status/319124609960132608,,
IP4PI,4/2/2013,1,0,As #ACOs Grow the Need for Advanced #EHR #IT Escalates. #OyVey #optout #government #medicare #obamacare #medicaid http://www.healthdatamanagement.com/digital_edition/Accountable-Care-Organizations-45867-1.html …,,,#ACOs #EHR #IT #OyVey #optout #government #medicare #obamacare #medicaid,3.19E+17,https://twitter.com/IP4PI/status/319111688878190592,,
Test_Rugby,4/2/2013,0,0,Ireland opt to remove Kidney http://bit.ly/Z3OoyY #rugby #sport,,,#rugby #sport,3.19E+17,https://twitter.com/Test_Rugby/status/319108795127185408,,
kindergeek,4/2/2013,0,0,@slekar @NetworkPublicEd @DreaMcCoy long confusing hashtag. would #OptOut be easier for non involved people to notice/understand.,,@slekar @NetworkPublicEd @DreaMcCoy,#OptOut,3.19E+17,https://twitter.com/kindergeek/status/319093600644378624,,
ChescoMoms,4/2/2013,0,0,"One of our Blog Contributors posted a link about opting out"" of PSSA testing on her Facebook page. The article... http://fb.me/1RNT2j0Sj""",,,,3.19E+17,https://twitter.com/ChescoMoms/status/319092445172342786,,
ChescoMoms,4/2/2013,0,0,"Chesco Mom Melissa posted a link about opting out"" of PSAA testing on her Facebook page. The article was very... http://fb.me/1DsgWJ1Z9""",,,,3.19E+17,https://twitter.com/ChescoMoms/status/319090706583007233,,
SBACIL,4/2/2013,0,0,Spice up your Thursday on 4/11 by heading to the #SBAC #Advocacy Awards Dinner at the @ChiCulturCenter http://ow.ly/h4pUw,,@ChiCulturCenter,#SBAC #Advocacy,3.19E+17,https://twitter.com/SBACIL/status/319049265076895746,,
Charliechipscat,4/2/2013,0,1,@EmmaKatt1 @scric82 Yes in algebra. She is opting to take it early the test is set for Thursday but she has an English paper due.,,@EmmaKatt1 @scric82,,3.19E+17,https://twitter.com/Charliechipscat/status/319029956019621889,,
opt_ill,4/2/2013,0,0,Boeing looks beyond batteries on latest 787 test flight - Flightglobal http://bit.ly/YYqbnN,,,,3.19E+17,https://twitter.com/opt_ill/status/319028987613573120,,
Core2Class,4/2/2013,0,1,#PARCC Update from Char Shryock: What differences for 9th and 10th grade students on #ELA assessments? #ccss http://sco.lt/9CAUiX,,,#PARCC #ELA #ccss,3.19E+17,https://twitter.com/Core2Class/status/319022121823129601,,
Core2Class,4/2/2013,0,0,States Can Afford Better Tests by Restructuring Costs Study Says #PARCC #SBAC #assessment #ccss http://sco.lt/8Nd4Px,,,#PARCC #SBAC #assessment #ccss,3.19E+17,https://twitter.com/Core2Class/status/319011918679523328,,
Core2Class,4/2/2013,0,0,CRESST and Smarter Balanced Agree to Form Partnership #SBAC http://sco.lt/7KCWw5,,,#SBAC,3.19E+17,https://twitter.com/Core2Class/status/319006180770996224,,
Core2Class,4/2/2013,0,0,Aligning Interim/Benchmark #Assessments to the #CCSS #PARCC http://sco.lt/8WdpnV,,,#Assessments #CCSS #PARCC,3.19E+17,https://twitter.com/Core2Class/status/319005363548610560,,
jomotseringma,4/2/2013,0,0,@TriesHard_ Yeah got some antibiotics. Will opt for a blood test if it continues. This seems more coz of the onset of devilish heat,,@TriesHard_,,3.19E+17,https://twitter.com/jomotseringma/status/318989395774558210,,
Test_Rugby,4/1/2013,0,0,Boric May opt for Japan http://bit.ly/Z1Ib6t #rugby #sport,,,#rugby #sport,3.19E+17,https://twitter.com/Test_Rugby/status/318953922939195392,,
linlin8,4/1/2013,0,0,What will #CommonCore #PARCC #ELA assessment look like? Find out: http://ow.ly/1S8mbN #ccss #edstuff #teachers #k12,,,#CommonCore #PARCC #ELA #ccss #edstuff #teachers #k12,3.19E+17,https://twitter.com/linlin8/status/318947209620115457,,
GetUpStandUp2,4/1/2013,0,0,Henry would approve! #optout @UnitedOptOut @TestTroublemake #EndHighStakesTesting in public schools!pic.twitter.com/xiewitWUWJ,,@UnitedOptOut @TestTroublemake,#optout #EndHighStakesTesting,3.19E+17,https://twitter.com/GetUpStandUp2/status/318943305075408896,,
stopsmeters,4/1/2013,0,0,BC Utilities Commission Hearings: Smart Meters Safe or Harmful? http://bit.ly/16hdrvO #smartgrid #smartmeters #health #optout #canada,,,#smartgrid #smartmeters #health #optout #canada,3.19E+17,https://twitter.com/stopsmeters/status/318941345072943104,,
2011teacher,4/1/2013,0,0,Now that #April is upon us students and parents should give serious consideration to opting out of #standardizedtests. #optout #edchat,,,#April #standardizedtests #optout #edchat,3.19E+17,https://twitter.com/2011teacher/status/318920338702471168,,
NadiaCharm,4/1/2013,0,0,Nuggets' Andre Iguodala 'definitely' considering opting out for free ...: Andre Iguodala will likely test the ... http://bit.ly/16gYsSt,,,,3.19E+17,https://twitter.com/NadiaCharm/status/318915492746256385,,
EntreArchitect,4/1/2013,1,0,This is a common problem," architects offering Construction Administration and their clients opting out."" http://buff.ly/YppAPf""",,,,3.19E+17,https://twitter.com/EntreArchitect/status/318913440532021248,
plnaugle,4/1/2013,0,0,@becky7274 Wish more parents would join the opt out of state testing movement http://bit.ly/13MZ07c  . #4thchat,,@becky7274,#4thchat,3.19E+17,https://twitter.com/plnaugle/status/318906740982837248,,
WendyDrexler,4/1/2013,1,0,Anyone out there planning to implement #PARCC with a #BYOD program? Know of any district doing it?,,,#PARCC #BYOD,3.19E+17,https://twitter.com/WendyDrexler/status/318903205981474818,,
dgburris,4/1/2013,1,2,Assessments of Deeper Learning #video #PARCCELC #SBAC #edchat #ccss #commoncore #ccchat via @SmarterBalanced http://sco.lt/5BnDmr,,@SmarterBalanced,#video #PARCCELC #SBAC #edchat #ccss #commoncore #ccchat,3.19E+17,https://twitter.com/dgburris/status/318892044938530816,,
dgburris,4/1/2013,0,1,CRESST and Smarter Balanced Agree to Form Partnershi #ccss #ccchat #SBAC #edchat #commoncore via @kirbywehr http://sco.lt/8YDT5l,,@kirbywehr,#ccss #ccchat #SBAC #edchat #commoncore,3.19E+17,https://twitter.com/dgburris/status/318887024587317249,,
PursuingWisdom,4/1/2013,1,1,Just wrote a scathing letter to my school district opting out of this year's standardized test. Parents the power is in your hands. #inners,,,#inners,3.19E+17,https://twitter.com/PursuingWisdom/status/318886999413125120,,
AngieSullivan0,4/1/2013,3,0,98% participation in #Washoe - #optout would help with management and paperwork #mostkidsdosexed #AB230 #nved #nvleg,,,#Washoe #optout #mostkidsdosexed #AB230 #nved #nvleg,3.19E+17,https://twitter.com/AngieSullivan0/status/318880061900087296,,
plnaugle,4/1/2013,0,0,@ncarroll24 @MissBamberger Wish more parents would opt out of state testing. Need to send a message to those in charge. #4thchat,,@ncarroll24 @MissBamberger,#4thchat,3.19E+17,https://twitter.com/plnaugle/status/318879661352419328,,
PhilipWYoung,4/1/2013,0,0,#SCOTUS continues to have problems deciding whether opt out class actions require common Qs or common As: http://www.scotusblog.com/2013/03/opinion-analysis-no-common-ground/ …,,,#SCOTUS,3.19E+17,https://twitter.com/PhilipWYoung/status/318863224252555264,,
dana_wilson,4/1/2013,0,0,Interesting article from College prof mom opting son out of high stakes testing http://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/ … #education #homeschool,,,#education #homeschool,3.19E+17,https://twitter.com/dana_wilson/status/318859350762479617,,
AngieSullivan0,4/1/2013,0,0,#AB230 will expand the public school #sexed program to be more comprehensive - allow students to #optout,,,#AB230 #sexed #optout,3.19E+17,https://twitter.com/AngieSullivan0/status/318859052992036865,,
alexanderrusso,4/1/2013,0,1,Homeschooling fascinates and troubles me like opting out of testing (or vaccines) http://ow.ly/jE2LS,,,,3.19E+17,https://twitter.com/alexanderrusso/status/318856826886164480,,
seanmohen,4/1/2013,0,0,"remind me of the last time @CC_Sabathia beat another front line starter in a pressure"" game cause I can't remember. #optout""",,@CC_Sabathia,#optout,3.19E+17,https://twitter.com/seanmohen/status/318852964372606976,,
Thanks2Teachers,4/1/2013,1,0,The Ten Plagues of Testing: A Passover Tale http://wp.me/p2odLa-4nb  via @DianeRavitch <Almost Choked on My Matzah! #edu #edchat #OptOut,,@DianeRavitch,#edu #edchat #OptOut,3.19E+17,https://twitter.com/Thanks2Teachers/status/318836942907252736,,
trampas,4/1/2013,0,0,Just got violated by the TSA. #optout Now I'm waiting for my rocket plane to Vegas. -Sent from my pocket computer #scifiworld,,,#optout #scifiworld,3.19E+17,https://twitter.com/trampas/status/318835694996971521,,
AtlasTacFitness,4/1/2013,2,0,Parents: Time to opt out of Common Core Data mining racket! http://michellemalkin.com/2013/03/15/time-to-opt-out-of-creepy-fed-ed-data-mining-racket/ …,,,,3.19E+17,https://twitter.com/AtlasTacFitness/status/318808877992906752,,
wikimediatech,4/1/2013,0,0,jeremyb_: 17:14:31 <Jeff_Green> #log moved aside williams:/opt/otrs-home/.spamassassin/auto-whitelist and restarted spamd to test whether th,,,#log,3.19E+17,https://twitter.com/wikimediatech/status/318789604746592256,,
bargainmadame,4/1/2013,0,0,Nuggets' Andre Iguodala 'definitely' considering opting out for free ...: Andre Iguodala will likely test the ... http://bit.ly/128sxTM,,,,3.19E+17,https://twitter.com/bargainmadame/status/318785520454991874,,
ToniDwan,4/1/2013,0,0,Nuggets' Andre Iguodala 'definitely' considering opting out for free ...: Andre Iguodala will likely test the ... http://bit.ly/11cMPfV,,,,3.19E+17,https://twitter.com/ToniDwan/status/318785519507083265,,
anderscj2,4/1/2013,0,0,New Post: PA English Prof Opts Out Son from PSSA Test: We need a hundred more examples like ... http://bit.ly/11cGIIF  on Schools Matter,,,,3.19E+17,https://twitter.com/anderscj2/status/318779663709270016,,
melmobarrie,4/1/2013,0,0,"#OptOut “ @cyndiejacobs: Hope there are 1000s! Key education activists protest in D.C. next week http://www.washingtonpost.com/blogs/answer-sheet/wp/2013/03/29/key-education-activists-protesting-in-d-c-next-week/ …"" @DianeRavitch”""",,@cyndiejacobs @DianeRavitch,#OptOut,3.19E+17,https://twitter.com/melmobarrie/status/318775043247190017,,
Childcreativity,4/1/2013,0,0,"How big is this movement? Grass-roots movement 2 allow parents 2 opt their children out of high-stakes testing is spreading across nation""""",,,,3.19E+17,https://twitter.com/Childcreativity/status/318773331493007360,,
markpicketts,4/1/2013,0,0,first day of our 2nd #SBAC pilot; 5th grade - new students (160) new teachers (6) in new places (6) makes for lots of learning! #LCMSD,,,#SBAC #LCMSD,3.19E+17,https://twitter.com/markpicketts/status/318770196133335041,,
kmcdade,4/1/2013,0,0,Also OR parents the schools are not supposed to test your kid a second time unless you opt IN.,,,,3.19E+17,https://twitter.com/kmcdade/status/318765213962883072,,
FierceEnergy,4/1/2013,1,0,Maine debates smart meter opt-out fee http://www.fierceenergy.com/story/maine-debates-smart-meter-opt-out-fee/2013-04-01?utm_campaign=AddThis&utm_medium=AddThis&utm_source=twitter#.UVmynA0Pi5k.twitter … #maine #smartmeter #optout #LD826 #CMP #centralmainepower #fcc #meter #data,,,# #maine #smartmeter #optout #LD826 #CMP #centralmainepower #fcc #meter #data,3.19E+17,https://twitter.com/FierceEnergy/status/318759273205231616,,
IngeSharia,4/1/2013,0,0,How to involve IT in a marketing testing and optimization pr: How to involve IT in a marketing testing and opt... http://bit.ly/ZWHGaP,,,,3.19E+17,https://twitter.com/IngeSharia/status/318754729658306560,,
PamelaHarbin,4/1/2013,0,0,Love it- Celebrating Opt Out: Courtney Richmond - Test Lab (Amy Winehouse - Rehab cover): http://youtu.be/cXEZncEqpBs  via @youtube,,@youtube,,3.19E+17,https://twitter.com/PamelaHarbin/status/318751447414104064,,
SusanSpicka,4/1/2013,1,0,A plague of cheating high-states tests damaging our schools and #OptOut goes viral http://bit.ly/16eX7M5 #educationpa,,,#OptOut #educationpa,3.19E+17,https://twitter.com/SusanSpicka/status/318743164376719360,,
SusanSpicka,4/1/2013,0,0,@bkhallpo I don't know of any local families who are going to #OptOut. We are more focused on cyber school funding reform here #educationpa,,@bkhallpo,#OptOut #educationpa,3.19E+17,https://twitter.com/SusanSpicka/status/318741839987490816,,
Lyfisabutterfly,4/1/2013,0,0,@RuckusRoller But if u already in that land of Stressed& Walking Dead become Mage& Trickster God and create your own brand of peace #optout,,@RuckusRoller,#optout,3.19E+17,https://twitter.com/Lyfisabutterfly/status/318736461329469440,,
BeautyMixedxo,4/1/2013,0,0,ok i'm over it but damn i wish @georgia would do like @arizona and just #optout i mean REALLY! #tf do we need to participate for?,,@georgia @arizona,#optout #tf,3.19E+17,https://twitter.com/BeautyMixedxo/status/318727967666733056,,
bkhallpo,4/1/2013,0,0,@SusanSpicka I wonder if there are some local families who have made this choice???? #PSSA #OptOut #educationpa http://bit.ly/XlcfsL,,@SusanSpicka,#PSSA #OptOut #educationpa,3.19E+17,https://twitter.com/bkhallpo/status/318727306740916224,,
SBACIL,4/1/2013,0,0,Women in #business are you ready to #network? Come on out to the Inaugural #HappyHour with #SBAC Women’s Group + Step Up!...,,,#business #network #HappyHour #SBAC,3.19E+17,https://twitter.com/SBACIL/status/318725077879382016,,
rylan7,4/1/2013,0,0,Why I won't let my son take the #PSSA - Pittsburgh Post-Gazette http://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/ … via @pittsburghpg #standardizedtesting #optout #tests,,@pittsburghpg,#PSSA #standardizedtesting #optout #tests,3.19E+17,https://twitter.com/rylan7/status/318706523704532992,,
HayySmithh,4/1/2013,0,0,So can I just like opt out of taking this test or...?,,,,3.19E+17,https://twitter.com/HayySmithh/status/318695966771392513,,
JennBinis,4/1/2013,0,0,"@willrich45 From a data perspective there's no difference btwen 6% of students opting out"" and school not testing 6% of special ed stds.""",,@willrich45,,3.19E+17,https://twitter.com/JennBinis/status/318692525818925057,,
willrich45,4/1/2013,0,0,@DataDiva I don't think we can opt out of the state graduation test. But the 3-8th grade tests are different here.,,@DataDiva,,3.19E+17,https://twitter.com/willrich45/status/318689938319224833,,
willrich45,4/1/2013,1,0,"Opting out is not best"" option. Better than taking a corrupted test and contributing to dysfunction @DataDiva @thomasson_engl @alicekeeler""",,@DataDiva @thomasson_engl @alicekeeler,,3.19E+17,https://twitter.com/willrich45/status/318688746528718848,,
linlin8,4/1/2013,0,0,The 3 Key Shifts in #PARCC #ELA #CommonCore assessment: http://ow.ly/hwSHK #ccss #edstuff #teachers #k12,,,#PARCC #ELA #CommonCore #ccss #edstuff #teachers #k12,3.19E+17,https://twitter.com/linlin8/status/318667939815493632,,
CadillacCowboy7,4/1/2013,0,0,article from USA Today came out 12hrs ago saying @andre wants to test his opt in free agency wel good luck if u bounce wish ud give mo time,,@andre,,3.19E+17,https://twitter.com/CadillacCowboy7/status/318662090120384512,,
Sireuti,4/1/2013,0,0,PHOTO OF THE DAY :- LOL! How Many Guys Can Scale Through This Test???:   Can you??? Related posts:Opt... http://bit.ly/XzxZ3m #TSCEnt,,,#TSCEnt,3.19E+17,https://twitter.com/Sireuti/status/318634429662760960,,
mr_vincii,4/1/2013,0,0,PHOTO OF THE DAY :- LOL! How Many Guys Can Scale Through This Test???:   Can you??? Related posts:Opt... http://bit.ly/XzxZ3m #TSCEnt,,,#TSCEnt,3.19E+17,https://twitter.com/mr_vincii/status/318634423652343808,,
MovementCO,3/31/2013,0,0,#EDU #NEWS: #Education #teachers and #students in other words: civil society: http://unitedoptout.com/occupy-doe-2-0-the-battle-for-public-schools-last-minute-details/ … … #DC #optout,,,#EDU #NEWS #Education #teachers #students #DC #optout,3.19E+17,https://twitter.com/MovementCO/status/318600166473080832,,
GetUpStandUp2,3/31/2013,0,0,DANGER! TESTING can be hazardous to your HEALTH! #optout @UnitedOptOut @TestTroublemake #EndHighStakesTestingpic.twitter.com/2LiHlJ8yDJ,,@UnitedOptOut @TestTroublemake,#optout #EndHighStakesTestingpic,3.19E+17,https://twitter.com/GetUpStandUp2/status/318583686905880576,,
DOCdrewzy,3/31/2013,0,0,#iguodala testing FA by opting out after this season #NBA,,,#iguodala #NBA,3.19E+17,https://twitter.com/DOCdrewzy/status/318582179041001472,,
